url,name,Organization,Subject,About this course,What you'll learn,Syllabus
https://www.edx.org/course/from-graph-to-knowledge-graph-algorithms-and-applications-3,From Graph to Knowledge Graph – Algorithms and Applications,Microsoft,Computer Science,"Many real-world datasets come in the form of graphs. These datasets include social networks, biological networks, knowledge graphs, the World Wide Web, and many more. Having a comprehensive understanding of these networks is essential to truly understand many important applications.

This course introduces the fundamental concepts and tools used in modeling large-scale graphs and knowledge graphs. You will learn a spectrum of techniques used to build applications that use graphs and knowledge graphs. These techniques range from traditional data analysis and mining methods to the emerging deep learning and embedding approaches.","Explore large-scale networks with different structures and properties;
Learn graph representations using advanced deep learning and embedding techniques;
Utilize NLP fundamentals to build knowledge graphs;
Use knowledge graphs in modern search applications;
Model knowledge graphs using embedding methods.","Module 1: Introduction and Overview
Module 2: Graph Properties and Applications
Module 3: Graph Representation Learning
Module 4: Knowledge Graph Fundamentals and Construction
Module 5: Knowledge Graph Inference and Applications"
https://www.edx.org/course/deep-learning-explained-4,Deep Learning Explained,Microsoft,Computer Science,"Machine learning uses computers to run predictive models that learn from existing data to forecast future behaviors, outcomes, and trends. Deep learning is a sub-field of machine learning, where models inspired by how our brain works are expressed mathematically, and the parameters defining the mathematical models, which can be in the order of few thousands to 100+ million, are learned automatically from the data.","The components of a deep neural network and how they work together
The basic types of deep neural networks (MLP, CNN, RNN, LSTM) and the type of data each is designed for
A working knowledge of vocabulary, concepts, and algorithms used in deep learning
How to build:","Week 1: Introduction to deep learning and a quick recap of machine learning concepts.
Week 2: Building a simple multi-class classification model using logistic regression
Week 3: Detecting digits in hand-written digit image, starting by a simple end-to-end model, to a deep neural network
Week 4: Improving the hand-written digit recognition with convolutional network
Week 5: Building a model to forecast time data using a recurrent network
Building text data application using recurrent LSTM (long short term memory) units"
https://www.edx.org/course/analytics-storytelling-for-impact-5,Analytics Storytelling for Impact,Microsoft,Data Analysis & Statistics,"All analytics work begins and ends with a story. Storytelling with data is the analytics professional’s missing link in delivering the essence of date signals and insights to executives, management, and other stakeholders.

In this analytics storytelling course, you’ll learn effective strategies and tools to master data communication in the most impactful way possible—through well-crafted analytics stories.

You'll explore what a story is and, perhaps more importantly, what a story is not. Find out how stories create value and why they matter. Learn to craft stories, command the room, finish strong, and assess your impact. Get practical help applying these ideas to your data analytics work. Plus, you'll learn guidelines and best practices for creating high-impact reports and presentations.

edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","How to apply storytelling principles to your analytics work
How to improve your analytics presentations through storytelling
Guidelines and best practices for creating high-impact reports and presentations",None
https://www.edx.org/course/introduction-to-artificial-intelligence-ai-4,Introduction to Artificial Intelligence (AI),Microsoft,Computer Science,"Artificial Intelligence will define the next generation of software solutions. This computer science course provides an overview of AI, and explains how it can be used to build smart apps that help organizations be more efficient and enrich people’s lives. It uses a mix of engaging lectures and hands-on activities to help you take your first steps in the exciting field of AI.

Discover how machine learning can be used to build predictive models for AI. Learn how software can be used to process, analyze, and extract meaning from natural language; and to process images and video to understand the world the way we do. Find out how to build intelligent bots that enable conversational communication between humans and AI systems.



edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","In this course, you will learn how to:
Build simple machine learning models with Azure Machine Learning;
Use Python and Microsoft cognitive services to work with text, speech, images, and video;
Use the Microsoft Bot Framework to implement conversational bots.","Introduction
Machine Learning – The Foundation of AI
Text and Speech – Understanding Language
Computer Vision – Seeing the World Through AI
Bots – Conversation as a Platform
Next Steps"
https://www.edx.org/course/devops-for-databases-4,DevOps for Databases,Microsoft,Computer Science,"This course examines the challenges and solutions of incorporating your database into a DevOps software development process. This course will help you understand the challenges of working with various data stores while developing and changing your software at a rapid pace.

You will learn where and how databases can fit into DevOps processes.

The course will cover: 

Finally, while the course will primarily use Microsoft SQL Server (and tailor our examples for it), other relational or non-relational database platforms have similar concepts that can be applied.","Define DevOps and understand DevOps in relation to Databases
Identify the challenges of using databases that are separate from other software languages and platforms
Include your database code alongside other application code in a version control system (VCS)
Set up a Continuous Integration (CI) platform for your database code","Module 0 | Welcome to DevOps for Databases
Course Overview
Microsoft Learning
Pre-Course Survey
Module 1 | Overview of DevOps
Module 1 Overview"
https://www.edx.org/course/introduction-to-java-programming-part-1-3,Introduction to Java Programming – Part 1,HKUSTx,Computer Science,"Do you want to become a better problem solver?
This Java course will provide you with a strong understanding of basic Java programming elements and data abstraction using problem representation and the object-oriented framework. As the saying goes, “A picture is worth a thousand words.” This course will use sample objects such as photos or images to illustrate some important concepts to enhance understanding and retention. You will learn to write procedural programs using variables, arrays, control statements, loops, recursion, data abstraction and objects in an integrated development environment.","Take a “real-life” problem and abstract out the pertinent aspects necessary to solve it in an algorithmic manner.
Formulate formal solutions to well-defined problems using the logic of a programming language.
Implement formal solutions in Java using an integrated development environment.",
https://www.edx.org/course/implementing-predictive-analytics-with-spark-in-azure-hdinsight-4,Implementing Predictive Analytics with Spark in Azure HDInsight,Microsoft,Computer Science,"Are you ready for big data science? In this course, learn how to implement predictive analytics solutions for big data using Apache Spark in Microsoft Azure HDInsight. See how to work with Scala or Python to cleanse and transform data and build machine learning models with Spark ML (the machine learning library in Spark).
Note: To complete the hands-on elements in this course, you will require an Azure subscription and a Windows client computer. You can sign up for a free Azure trial subscription (a valid credit card is required for verification, but you will not be charged for Azure services). Note that the free trial is not available in all regions.

edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","Using Spark to explore data and prepare for modeling
Build supervised machine learning models
Evaluate and optimize models
Build recommenders and unsupervised machine learning models","Introduction to Data Science with Spark
Get started with Spark clusters in Azure HDInsight, and use Spark to run Python or Scala code to work with data.

Getting Started with Machine Learning
Learn how to build classification and regression models using the Spark ML library.


Learn how to evaluate supervised learning models, and how to optimize model parameters.


Learn how to build recommenders and clustering models using Spark ML."
https://www.edx.org/course/speech-recognition-systems-4,Speech Recognition Systems,Microsoft,Computer Science,"Developing and understanding Automatic Speech Recognition (ASR) systems is an inter-disciplinary activity, taking expertise in linguistics, computer science, mathematics, and electrical engineering.

When a human speaks a word, they cause their voice to make a time-varying pattern of sounds. These sounds are waves of pressure that propagate through the air. The sounds are captured by a sensor, such as a microphone or microphone array, and turned into a sequence of numbers representing the pressure change over time. The automatic speech recognition system converts this time-pressure signal into a time-frequency-energy signal. It has been trained on a curated set of labeled speech sounds, and labels the sounds it is presented with. These acoustic labels are combined with a model of word pronunciation and a model of word sequences, to create a textual representation of what was said.

Instead of exploring one part of this process deeply, this course is designed to give an overview of the components of a modern ASR system. In each lecture, we describe a component's purpose and general structure. In each lab, the student creates a functioning block of the system. At the end of the course, we will have built a speech recognition system almost entirely out of Python code.

edX offers financial assistance for learners who want to earn Verified Certificates but who may not be able to pay the fee. To apply for financial assistance, enroll in the course, then follow to complete an application for assistance.","Fundamentals of Speech Recognition
Basic Signal Processing for Speech Recogntion
Acoustic Modeling and Labeling
Common Algorithms for Language Modeling
Decoding Acoustic Features into Speech",
https://www.edx.org/course/data-science-wrangling,Data Science: Wrangling,HarvardX,Data Analysis & Statistics,"In this course, part of our Professional Certificate Program in Data Science,we cover several standard steps of the data wrangling process like importing data into R, tidying data, string processing, HTML parsing, working with dates and times, and text mining. Rarely are all these wrangling steps necessary in a single analysis, but a data scientist will likely face them all at some point.","Importing data into R fromdifferent file formats
Web scraping
How to tidy data using the tidyverse tobetter facilitateanalysis
String processing with regular expressions (regex)
Wrangling data using dplyr
How to workwith dates and times as file formats",
https://www.edx.org/course/introduccion-a-los-sistemas-de-informacion-gerencial-mis-una-guia-de-supervivencia-2,Introducción a los Sistemas de Información Gerencial (MIS): Una guía de supervivencia,UC3Mx,Computer Science,"Los omnipresentes Sistemas de Información Gerencial (SIG) o Management Information Systems (MIS) juegan un papel crítico en el actual panorama profesional. Desde los sistemas de gestión de las relaciones con los clientes, que gestionan las interacciones diarias con los clientes actuales y potenciales, hasta los sistemas gerenciales y financieros que emiten y pagan facturas, el día a día de la vida laboral está cada vez más controlado por estos sistemas de gestión, que dictan qué hacer y cómo hacerlo.

Este curso en línea sobre MIS cubrirá las infraestructuras tecnológicas de soporte (Cloud, Bases de Datos, Big Data), el proceso de desarrollo/adquisición de los MIS, los principales sistemas integrados, ERPs, tales como SAP®, Oracle® o Microsoft Dynamics Navision® y su relación con el rediseño de procesos de negocio, así como, para apoyar la toma de decisiones, los sistemas de inteligencia de negocios (Business Intelligence).

Este curso de Sistemas  de Información se centrará en qué son los MIS, cómo influyen en nuestros trabajos actuales o futuros, por qué imponen ciertas formas de hacer las cosas - que a veces pueden parecer absurdas -, y cómo puedes sacarle partido a estos conocimientos en tu vida profesional o personal. 

Comprender los conceptos clave de los Sistemas de Información no tiene por qué resultar complejo, y ciertamente no requiere que seas experto en desarrollo software. Usaremos ejemplos del mundo real para ilustrar conceptos clave y nos esforzaremos por lograr un equilibrio adecuado entre claridad / amenidad y solidez conceptual. ¡Acompáñanos en este estimulante viaje, que además te permitirá comprender mejor y desempeñar con más soltura tu trabajo actual (u optar a otro mejor...)!","Entender los sistemas de información gerencial (MIS) y su papel en las organizaciones de hoy
Identificar cómo el MIS moldea y controla mi puesto de trabajo (el actual y el futuro puesto al que puedo querer optar) y cómo usar esta información para mejorar tu propio desempeño y satisfacción en el trabajo y mejorar tus perspectivas de carrera","Semana 1: SIG. Importancia. Desarrollo o compra
Examinaremos cómo las modernas tecnologías de la información y la comunicación (TIC) están transformando nuestro mundo, y analizaremos qué son los Sistemas de Información Gerenciales o Sistemas de Información de Gestión (SIG) y cómo encajan en el entorno general de las TIC. A continuación, discutiremos cómo las empresas obtienen sus sistemas de información de gestión, ya sea mediante la compra de paquetes ya preparados o mediante el desarrollo a medida, y exploraremos las alternativas que ofrecen los sistemas abiertos. 


Discutiremos cómo la tendencia hacia la globalización y la conectividad continua impulsa la necesidad de MIS distribuidos soportados por las redes de telecomunicaciones. Exploraremos los diversos tipos de redes y arquitecturas MIS distribuidas. 


Los datos son la materia prima sobre la que se construye la información. Discutiremos el papel que juegan los datos (y, en particular, la estructura de los datos) en los MISs, y analizaremos los Sistemas de Gestión de Bases de Datos utilizados para gestionar los datos. Luego exploraremos el paisaje de rápida evolución de Big Data. 


Los Sistemas Integrados de Información son los ""principales depredadores"" en el ápice del mundo MIS. Presentaremos a los participantes el concepto de los sistemas de planificación de recursos empresariales (ERP) y su relación con los procesos empresariales integrados. 


La implementación de un ERP es un proyecto de gran envergadura. Habitualmente, requiere o bien cambiar las actuales prácticas de negocio (mediante la Reingeniería de Procesos de Negocio) o bien personalizar el ERP. Discutiremos los desafíos que esto implica. 


En esta última semana cambiaremos nuestro foco, desplazándolo del funcionamiento cotidiano de la empresa al papel que desempeñan los Sistemas de Información Gerencial en la toma de decisiones basada en la información. Después de discutir los Sistemas de Soporte de Decisiones (DSSs) y los análisis utilizados en los entornos de Big Data, concluiremos con unas palabras sobre el futuro y un ""hasta pronto""."
https://www.edx.org/course/programming-chatbots-with-watson-services-2,Programming Chatbots with Watson Services,IBM,Computer Science,"Having enrolled in this course, chances are you've already built your own chatbots and have perhaps even used Watson Assistant along the way. But did you know that you can turbocharge your chatbot's IQ with IBM Watson Discovery, a service designed to reveal the hidden value in your data? Discovery specializes in taking your data—structured or unstructured—and extracting from it answers and patterns.

For example, if you have a large repository, the contents of which could answer customer questions, you've got the makings of a great FAQ chatbot.

In this course, you’ll learn how to build queries in Discovery, which allows you to surface answers and patterns from large repositories of data. You’ll next learn to use Discovery to extract insights from a set of hotel reviews. Then, to make that data come to life, you'll integrate Discovery with other Watson services to create a chatbot that can tell you about the best hotels in a certain US city. By using these Watson services, you'll add more layers of analysis to help you find the best hotel.

You'll build your chatbot application with the following Watson services:


By the end of this course, you will have built a fully functioning AI-powered chatbot. Moreover, you should be able to apply the services taught here to your own data sets, enabling you to create sophisticated chatbots of your own.","Create a chatbot application that interacts in natural language in IBM Cloud
Ingest data that can be queried to extract sentiment, concepts, entities, and taxonomy by using Watson Discovery
Reveal the emotions, sentiment, and customer preferences found in hotel reviews by using Tone Analyzer and Personality Insights and feed that data to the chatbot","Lab 1: Build a Watson chatbot
Watson Assistant overview
Deploy Watson Assistant
Import the workspace
Create intents, entities, and dialog
Apply the Jump to action"
https://www.edx.org/course/iot-system-design-software-and-hardware-integration-2,IoT System Design: Software and Hardware Integration,WasedaX,Computer Science,"This course is designed to teach you how systems are developed using IoT technology.

Many engineers and developers tend to focus on a single discipline - either software or hardware. However, in today’s connected age it's critical to have a comprehensive understanding of both disciplines and how they are intertwined.

In this practical course, you'll gain a holistic understanding of system development from both software and hardware perspectives. A truly hands-on experience, you will develop your own embedded system. In doing so, you'll learn as much from your failures as your successes as you go along.

Note: In this course, we will use by Terasic Inc.","How to design a basic system
Low-level programming
Hardware control
The interaction of software and hardware",
https://www.edx.org/course/introduction-to-device-programming-for-iot-c-edition-3,Introduction to Device Programming for IoT: C Edition,Microsoft,Computer Science,"We all know that smart devices play a big role in our day-to-day lives, and that more devices pop up every day. Have you considered that there needs to be a developer behind the scenes for every one of those devices? If you’re ready to change the world by converting the envisioned gadgets of tomorrow into digital reality, join this course and take your first steps toward programming for the Internet of Things.

Learn the basics of embedded device programming by implementing various projects on Raspberry Pi and MXChip AZ3166 devices (the AZ3166 is Arduino-software compatible). Learn how to write the software that controls the hardware (temperature sensors, photo cells, and more), and get started making a difference with procedural programming.

Begin with an intro to embedded programming, exploring embedded device types and the inputs and outputs for devices and sensors. Then work your way through a series of hands-on lab projects that teach you how to develop the hardware/software interface, help you to understand C programming for embedded devices, and explore basic data management for a resource-constrained device. From there, dive into embedded solutions that use your own circuit designs to solve real-world problems.

After completing this course, students will be able to develop embedded device systems that capture and process data from analog and digital sensors commonly found in IoT solutions.

The lab project work in this course is based on the hardware found in the Microsoft IoT Pack for Raspberry Pi and the MXChip IoT DevKit.You may want to purchase in advance of starting the course.","Describe the characteristics of an embedded device 
Configure the development environment for an embedded device
Create a simple program that accesses GPIO pins
Implement features of the C programming language in a constrained resource environment
Configure I/O libraries and take pinout readings ","This course is completely lab-based. There are no lectures or required reading sections. All of the learning content that you will need is embedded directly into the labs, right where and when you need it. Introductions to tools and technologies, references to additional content, video demonstrations, and code explanations are all built into the labs.

Some assessment questions will be presented during the labs. These questions will help you to prepare for the final assessment.
 
The course includes four modules, each of which contains two or more lab activities. The lab outline is provided below.

Module 1: Introduction to Embedded Device Programming
Module 2: Data and Device Inputs
Module 3: Circuit Components and Sensor Hardware
 Module 4: Real-World Solutions"
https://www.edx.org/course/algorithm-design-and-analysis,Algorithm Design and Analysis,PennX,Computer Science,"How do you optimally encode a text file? How do you find shortest paths in a map? How do you design a communication network? How do you route data in a network? What are the limits of efficient computation?
This course, part of the Computer Science Essentials for Software Development Professional Certificate program, is an introduction to design and analysis of algorithms, and answers along the way these and many other interesting computational questions.","How to represent data in ways that allow you to access it efficiently in the ways you need to
How to analyze the efficiency of algorithms
How to bootstrap solutions on small inputs into algorithmic solutions on bigger inputs
Solutions to several classic optimization problems","Week 1: Mathematical Preliminaries; Asymptotic analysis and recurrence relations; Sorting and Searching; Heaps and Binary Search Trees

Week 2: Algorithm Design Paradigms - Divide-and-Conquer algorithms, Dynamic Programming, Greedy Algorithms

Week 3: Graphs and graph traversals; minimum spanning trees; shortest paths

Week 4: Flows; NP-completeness; Approximation Algorithms"
https://www.edx.org/course/high-dimensional-data-analysis-2,High-Dimensional Data Analysis,HarvardX,Data Analysis & Statistics,"If you’re interested in data analysis and interpretation, then this is the data science course for you. We start by learning the mathematical definition of distance and use this to motivate the use of the singular value decomposition (SVD) for dimension reduction and multi-dimensional scaling and its connection to principle component analysis. We will learn about the batch effect: the most challenging data analytical problem in genomics today and describe how the techniques can be used to detect and adjust for batch effects. Specifically, we will describe the principal component analysis and factor analysis and demonstrate how these concepts are applied to data visualization and data analysis of high-throughput experimental data.","Mathematical Distance
Dimension Reduction
Singular Value Decomposition and Principal Component Analysis
Multiple Dimensional Scaling Plots
Factor Analysis
Dealing with Batch Effects",
https://www.edx.org/course/data-science-r-basics-2,Data Science: R Basics,HarvardX,Data Analysis & Statistics,"The first in our Professional Certificate Program in Data Science, this course will introduce you to the basics of R programming. You can better retain R when you learn it to solve a specific problem, so you'll use a real-world dataset about crime in the United States. You will learn the R skills needed to answer essential questions about differences in crime across the different states.","Basic R syntax
Foundational R programming concepts such as data types, vectors arithmetic, and indexing
How to perform operations in R including sorting, data wrangling using dplyr, and making plots",
https://www.edx.org/course/data-science-machine-learning-2,Data Science: Machine Learning,HarvardX,Data Analysis & Statistics,"Perhaps the most popular data science methodologies come from machine learning. What distinguishes machine learning from other computer guided decision processes is that it builds prediction algorithms using data. Some of the most popular products that use machine learning include the handwriting readers implemented by the postal service, speech recognition, movie recommendation systems, and spam detectors.","The basics of machine learning
How to perform cross-validation to avoid overtraining
Several popular machine learning algorithms
How to build a recommendation system
What is regularization and why it is useful?",
https://www.edx.org/course/data-science-visualization-2,Data Science: Visualization,HarvardX,Data Analysis & Statistics,"As part of our Professional Certificate Program in Data Science, this course covers the basics of data visualization and exploratory data analysis. We will use three motivating examples and ggplot2, a data visualization package for the statistical programming language R. We will start with simple datasets and then graduate to case studies about world health, economics, and infectious disease trends in the United States.","Data visualization principles
How to communicate data-drivenfindings
How to use ggplot2 to create custom plots
The weaknesses of several widely-used plots and why you should avoid them",
https://www.edx.org/course/climate-change-the-science-and-global-impact,Climate Change: The Science and Global Impact,SDGAcademyX,Energy & Earth Sciences,"Climate change is arguably the greatest challenge of our time. Human activity has already warmed the planet by one degree Celsius relative to pre-industrial times, and we are feeling the effects through record heat waves, droughts, wildfires and flooding. If we continue to burn fossil fuels at the current rate, the planet will reach two degrees of warming by 2050 - the threshold that many scientists have identified as a dangerous tipping point. What is the science behind these projections?

Join climate scientist expert Michael Mann to learn about the basic scientific principles behind climate change and global warming. We need to understand the science in order to solve the broader environmental, societal and economic changes that climate change is bringing.

By the end of this course, you will:

The course covers the basic principles of atmospheric science, methods of climate data collection and tracking of greenhouse gas emissions. It introduces basic climate modeling and explores the impact of various greenhouse gas emissions scenarios. Finally, it outlines the impacts of climate change on environmental, social, economic and human systems, from coral reefs and sea level rise to urban infrastructure. The course follows the general outline of the 5th Assessement Report of the United Nations Intergovernmental Panel on Climate Change.","Principles of atmospheric science
Climate data collection and interpretation
Zero-dimensional Energy Balance Models
One-dimensional Energy Balanced Models
General Circulation Models
Carbon emissions scearios","Module 1: Introduction to Climate and Climate Change

1.0 Course Introduction
1.1 What is climate change
1.2 What should we care about climate change?
1.3 Overview of the climate system: How is the climate system constructed?
1.4 Overview of the climate system: How do energy balances work?
1.5 Overview of the climate system: Global circulation systems
1.6 Other fundamental principles: Feedback mechanisms and the carbon cycle

Module 2: Observing and Measuring Anthropogenic Climate Change

2.1 Changes in atmospheric greenhouse gases
2.2 Modern surface temperature trends
2.3 The oceans
2.4 Extreme weather
2.5 Sea ice, glaciers and global sea level
2.6 Paleoclimate evidence of climate change

Module 3: Modeling the Climate System: The Basics

3.1 Introduction to climate modeling
3.2 Expressing a zero-dimensional energy model as a linear equation
3.3 0d-EBM demonstration
3.4 Estimating climate sensitivity

Module 4: Modeling the Climate System: Advanced

4.1 One-dimensional energy balance models
4.2 Case Study: Using a one-dimensional EBM to model the ice ages
4.3 General circulation models
4.4 Validating climate models
4.5 Detecting climate change
4.6 Interpreting climate sensitivity

Module 5: Carbon Emission Scenarios

5.1 Emissions Scenarios
5.2 Stabilizing CO2 concentrations

Module 6: Applying Climate Models: Projected Changes in the Climate System

6.1 Surface temperature projections
6.2 Projected changes in global precipitation and drought
6.3 Atmospheric and oceanic circulation changes
6.4 The melting cryosphere
6.5 Sea level rise projections
6.6 Tropical cyclone and hurricane projections
6.7 Extreme weather projections

Module 7: Climate Change Impacts: The Future for People and Planet

7.1 Carbon cycle feedbacks
7.2 Sea level rise and coastal impacts
7.3 Ecosystems and biodiversity
7.4 Shifting water and food resources
7.5 Human health impacts
7.6 Security concerns
7.7 Tipping points

Module 8: What Is Our Path Forward?

8.1 Geoengineering: A scientist’s perspective, Part 1
8.2 Geoengineering: A scientist’s perspective, Part 2
8.3 Emissions reductions: The only viable way forward
8.4 Conclusion: A path of hope"
https://www.edx.org/course/statistical-inference-and-modeling-for-high-throughput-experiments-2,Statistical Inference and Modeling for High-throughput Experiments,HarvardX,Data Analysis & Statistics,"In this course you’ll learn various statistics topics including multiple testing problem, error rates, error rate controlling procedures, false discovery rates, q-values and exploratory data analysis. We then introduce statistical modeling and how it is applied to high-throughput data. In particular, we will discuss parametric distributions, including binomial, exponential, and gamma, and describe maximum likelihood estimation. We provide several examples of how these concepts are applied in next generation sequencing and microarray data. Finally, we will discuss hierarchical models and empirical bayes along with some examples of how these are used in practice. We provide R programming examples in a way that will help make the connection between concepts and implementation.","Organizing high throughput data
Multiple comparison problem
Family Wide Error Rates
False Discovery Rate
Error Rate Control procedures
Bonferroni Correction",
https://www.edx.org/course/image-processing-and-analysis-for-life-scientists-2,Image Processing and Analysis for Life Scientists,EPFLx,Data Analysis & Statistics,"Nowadays, image-based methods are indispensable for life scientists. Light microscopy especially, has evolved from sketched out observations by eye, to high throughput multi-plane, multi-channel, multi-position and multimode acquisitions that easily produce thousands of information-rich images that must be quantified somehow to answer biological questions.
 
This course will teach you core concepts from image acquisition to image filtering and segmentation, to help you tackle simple image analysis workflows on your own. All examples use open source solutions, in order to allow you to be independent from commercial solutions. Emphasis is made on good practices and typical pitfalls in image analysis. At the end of this course, you will be able to adapt and reuse workflows to suit your specific needs and be equipped with the tools and knowledge to adapt and seek advice from the ever-growing image analyst community of which you will be a part now
 
The course is taught by senior image analysts with longtime work experience in a service-oriented core facility.","Recall digital image formation principles
Understand human perception and color
Distinguish between bit-depths
Use lookup tables
Perform mathematical operations on images
Apply filtering to digital images","Week 1: Digital Images
Introduction to digital image formation and how optical systems go from objects to images.
 
Week 2: Colors
Review of human visual perception and the RGB color model. Introduction to the concepts of image bit-depth and lookup tables.
 
Week3: Operating on Images
Introduction to image scaling, interpolation, and mathematical operations of images, and why certain bit-depths are more suitable than others.
 
Week4: Filtering
Using image filtering to enhance or suppress features in an image for easing subsequent analysis. We cover linear, nonlinear and Fourier filtering with emphasis on examples.
 
Week 5: Image Segmentation
Introduction to image segmentation and overview of available methods (thresholding, clustering, machine learning) and morphological operations.
 
Week 6: Regions of Interest
Going from analyzed objects to regions of interest and results tables. Emphasis is made on how to best obtain unbiased measurements and produce a reusable image analysis workflows
 
Week 7: Colors, and dimensionality reduction
Introduction to color models, and color deconvolution. Overview of the concept of dimensionality reduction through image projections and reslicing and application to measuring moving objects.
 
Extra Week: ImageJ Macro Programming Prime
Presentation of basic programming principles applied to the ImageJ Macro Language. Crash course on variables arrays, loops, conditionals, available macro functions and writing custom functions."
https://www.edx.org/course/statistics-and-r-2,Statistics and R,HarvardX,Data Analysis & Statistics,"We will learn the basics of statistical inference in order to understand and compute p-values and confidence intervals, all while analyzing data with R. We provide R programming examples in a way that will help make the connection between concepts and implementation. Problem sets requiring R programming will be used to test understanding and ability to implement basic data analyses. We will use visualization techniques to explore new data sets and determine the most appropriate approach. We will describe robust statistical techniques as alternatives when data do not fit assumptions required by the standard approaches. By using R scripts to analyze data, you will learn the basics of conducting reproducible research.","Random variables
Distributions
Inference: p-values and confidence intervals
Exploratory Data Analysis
Non-parametric statistics",
https://www.edx.org/course/cs50-for-lawyers-2,CS50 for Lawyers,HarvardX,Computer Science,"This course is a variant of Harvard University's introduction to computer science, CS50, designed especially for lawyers (and law students). Whereas CS50 itself takes a bottom-up approach, emphasizing mastery of low-level concepts and implementation details thereof, this course takes a top-down approach, emphasizing mastery of high-level concepts and design decisions related thereto. Ultimately, it equips students with a deeper understanding of the legal implications of technological decisions made by clients.

Through a mix of technical instruction and discussion of case studies, this course empowers students to be informed contributors to technology-driven conversations. In addition, it prepares students to formulate technology-informed legal arguments and opinions. Along the way, it equips students with hands-on experience with Python and SQL, languages via which they can mine data for answers themselves.

Topics include algorithms, cloud computing, databases, networking, privacy, programming, scalability, security, and more, with a particular emphasis on understanding how the work developers do and the technological solutions they employ may impact clients. Students emerge from this course with first-hand appreciation of how it all works and all the more confident in the factors that should guide their decision-making.

Keywords: law firm, computer programming, programming skills, computer programmers, patent attorney, legal practice, legal services, legal education, patent law","Computational Thinking
Programming Languages
Algorithms, Data Structures
Cryptography
Cybersecurity
Internet Technologies, Cloud Computing",
https://www.edx.org/course/introduction-to-linear-models-and-matrix-algebra-2,Introduction to Linear Models and Matrix Algebra,HarvardX,Data Analysis & Statistics,"Matrix Algebra underlies many of the current tools for experimental design and the analysis of high-dimensional data. In this introductory data analysis course, we will use matrix algebra to represent the linear models that commonly used to model differences between experimental units. We perform statistical inference on these differences. Throughout the course we will use the R programming language.","Matrix algebra notation
Matrix algebra operations
Application of matrix algebra to data analysis
Linear models
Brief introduction to the QR decomposition",
https://www.edx.org/course/data-science-inference-and-modeling,Data Science: Inference and Modeling,HarvardX,Data Analysis & Statistics,"Statistical inference and modeling are indispensable for analyzing data affected by chance, and thus essential for data scientists. In this course, you will learn these key concepts through a motivating case study on election forecasting.
This course will show you how inference and modeling can be applied to develop the statistical approaches that make polls an effective tool and we'll show you how to do this using R. You will learn concepts necessary to define estimates and margins of errors and learn how you can use these to make predictions relatively well and also provide an estimate of the precision of your forecast.","The concepts necessary to define estimates and margins of errors of populations, parameters, estimates and standard errors in order to make predictions about data
How to use models to aggregatedata from different sources
The very basics of Bayesian statistics and predictive modeling",
https://www.edx.org/course/machine-learning-fundamentals-4,Machine Learning Fundamentals,UCSanDiegoX,Data Analysis & Statistics,"Do you want to build systems that learn from experience? Or exploit data to create simple predictive models of the world?
In this course, part of the Data Science MicroMasters program, you will learn a variety of supervised and unsupervised learning algorithms, and the theory behind those algorithms.","Classification, regression, and conditional probability estimation
Generative and discriminative models
Linear models and extensions to nonlinearity using kernel methods
Ensemble methods: boosting, bagging, random forests
Representation learning: clustering, dimensionality reduction, autoencoders, deep nets",
https://www.edx.org/course/data-structures-and-software-design,Data Structures and Software Design,PennX,Computer Science,"Knowing how to code is only part of the skills needed to become a professional software developer.
This course, part of the CS Essentials for Software Development Professional Certificate program, will take your skills to the next level by teaching you how to write “good” software that appropriately represents and organizes data, is easy to maintain, and is of high quality.","Efficient means of storing and retrieving data in a Java program
How to identify the data structure that best represents the problem at hand
Use of the inbuilt Java data structures
Assess and improve the quality of software design with respect to object-oriented principles
Convert a set of requirements into a high-quality software design","Week 1: Core Data Structures
 
Week 2: Advanced Data Structures
 
Week 3: Software Design
 
Week 4: Implementing and Improving Software "
