,Job_Title,Company_Name,Location,Job_ID,Job_Description,Link,Compensation,Python,R ,Matlab,Excel,SAS,SQL,SPSS,Hadoop,Spark,Algebra,Statistic,Mathematics,Reinforcement_Learning,Deep_Learning,Machine_Learning,Data_Visualization,Keras,TensorFlow,Artificial_Intelligence,Communications,Team_Player,Empathy,Emotional_Intellect,Self_Improvement,Presentation,Critical_Thinking,Business_Understanding
161,Data Scientist,GTN Technical Staffing and Consulting,"Tempe, AZ 85281",3e7fa8db-d66c-439a-9aab-a7cd71883d5e,"
Design, create and deploy interactive Tableau visualizations that can be used by non-technical business leaders.  Craft compelling, data-driven stories that educate, excite, and empower end-users using self service analytics. Help maintain and enhance a secure, robust and relevant world-class analytics platform. Facilitate the discover of concise business metrics and help drive underlying data requirements and sources.  ",https://job-openings.monster.com/data-scientist-tempe-az-us-gtn-technical-staffing-consulting/3e7fa8db-d66c-439a-9aab-a7cd71883d5e,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,Senior Data Scientist,ntech solutions inc.,"Oak Brook, IL 60523",99c17112-de19-43da-8377-8ba2467b398c,"
Duration:  12 Months(Possible Extension & Conversion)  Focus:   Group is      focused on customer-side analytics (customer segmentation, time series      analysis, etc.)    Required Skills for Sr Data Scientist:  Bachelor’s degree in a quantitative discipline. (Ex: Applied Mathematics, Computer Science, Finance, Operations Research, Physics, Statistics, or related field) Between 5-8 years of relevant experience developing hypotheses, applying machine learning algorithms, validating results to analyze multi-terabyte datasets and extracting actionable insights is required.  Previous research or professional experience applying advanced analytic techniques to large, complex datasets. Strong understanding in at least two of the following areas: machine learning, artificial intelligence, statistical modeling, data mining, information retrieval, or data visualization. Proven experience in developing and deploying predictive analytics projects using one or more leading languages (Python, R, Scala, etc.)   Additional information will be provided upon request. ",https://job-openings.monster.com/senior-data-scientist-oak-brook-il-us-ntech-solutions-inc/99c17112-de19-43da-8377-8ba2467b398c,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
163,Data Scientist,Nagarro,"Coopersburg, PA 18036",e540dad1-897f-468b-af57-f50c01631c1d,"
Analyse data to extract      valuable insights with goal to innovate our products, improve marketing      techniques, and increase sales  Support leadership      teams to help make better decisions.  Work with stakeholders      throughout the organization to identify opportunities for leveraging data      to drive business solutions and help establish near-term and long-term      strategies.  Lead the development of      predictive models and machine-learning algorithms  Enhance data collection      procedures by assessing the effectiveness and accuracy of data sources and      data gathering techniques  Spearhead initiatives      to process, clean, and verify the integrity of data used for analysis  Communicate complex      ideas across all levels of organization using clear data- visualizations      techniques      Key Skills:   Holds a PhD or Master’s      degree or in Mathematics, Statistics, or Computer Science.  15 years of industry      work experience in working with large data sets and building statistical models      and developing algorithm  Well versed in      analytical tools like Jupyter Notebooks, Python - numerical &      statistical computing libraries, and querying and scripting tools.  Excellent communication      and data visualization skills  Knack for connecting      the dots, breaking down complex problems into simpler units and desire to      seek answers to questions that have not yet been asked. ",https://job-openings.monster.com/data-scientist-coopersburg-pa-us-nagarro/e540dad1-897f-468b-af57-f50c01631c1d,NA,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
164,Senior Data Scientist,Oakridge Staffing,"New York, NY 10021",d1bc6e2f-d743-4538-a9fb-8a255ee08d2d,"
Very established asset management firm that has begun a search for a Senior SQL DBA.Our client is seeking a candidate with a with a proven track record in MS SQL Database Administration, along with success in installation and maintenance of MS SQL Databases.Troubleshoot complex problems regarding the databases, applications and development tools.Perform ongoing tuning of the database instances; controls migrations of programs, database changes, and reference data changes through the development lifecycle.Installing and testing new versions of the DBMS, specifically MS SQL Server 2012Developing, managing and tuning of SQL Server ReplicationExperience creating automated scripts and software preferredPlease send your resume for an immediate interview.diana@oakridgestaffing.com ",https://job-openings.monster.com/senior-data-scientist-new-york-ny-us-oakridge-staffing/d1bc6e2f-d743-4538-a9fb-8a255ee08d2d,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Senior Data Scientist,Client of iKoshur,"Redwood City, CA 94064",aa941bba-a5d9-4969-819f-6526435db566,"
Skills: • Solid theoretical, mathematical and practicalworking knowledge of various statistical, inferential, and machine learning models,techniques, trade-offs• Implementation experience in cloud or on-premise , withproductive fluency in multiple languages like python, R, JavaScript, visualization techniques• Basic working database knowledge• Ability to work in a team environment while also functions as an individual contributor who needs minimalhandholding to know how to self-actualize, prioritize and make progress with minimal handholding.• A fast learner who’s not hesitant to take on new things; • A problem solver with analytical thinking and unwavering persistence to overcome• difficulties.• Clear and good verbal and written communication skills  ",https://job-openings.monster.com/senior-data-scientist-redwood-city-ca-us-client-of-ikoshur/aa941bba-a5d9-4969-819f-6526435db566,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
166,Senior Data Scientist - Generalist,FortressIQ,"San Francisco, CA 94112",3fc86c28-6213-41c4-84ad-ff56eed85b2d,"
At FortressIQ we’re developing process cognition technologies that understand how businesses operate. We’re improving people’s work lives by helping to automate routine tasks, allowing them to focus on higher value work and more meaningful interactions. We’re applying the latest advances in computer vision and machine learning to deliver the insights and tools businesses need to empower the digital workforce.We’ve built the first AI platform that can understand a company’s workflows through simple observation, dramatically improving their organizational understanding. If you’re interested in designing and building a new category of business tools, and radically improving operations for some of the largest companies in the world, join us.The ideal candidate will be intricately involved in running analytical experiments methodically, and will regularly evaluate alternate models via theoretical approaches. This is the perfect opportunity to join an innovative and energetic team that develops analysis tools, which influence both our products and clients.Who You AreMaster's or PHD in Computer Science, Statistics, Applied Math, AI or related field3+ years' practical experience with data processing and analyticsAble to understand various data structures and common methods in data transformationExcellent pattern recognition and predictive modeling skillsExcellent problem solving and debugging skillsExcited to experiment with new technologies and approachesAs a BonusDeep Learning experience with modern frameworks such as Tensorflow or PytorchExperience in Anomaly and Cycle detectionFluency in Python and RAbout FortressIQFortressIQ defines security, insights and governance in enterprise business automation and AI. Based in San Francisco, and backed by Lightspeed Ventures and some of the other best names in venture capital, we’re building the defining platform for managing automation within the Global 2000. We believe that algorithms and bots work best when they’re managed like employees: given the tools they need to succeed while being held to clear standards of success. Our mission is to help this new ‘digital workforce’ thrive within the enterprise by addressing the security, compliance and data problems endemic to using today’s automation platforms at scale. ",https://job-openings.monster.com/senior-data-scientist-generalist-san-francisco-ca-us-fortressiq/3fc86c28-6213-41c4-84ad-ff56eed85b2d,NA,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
167,Data Scientist - Machine/Deep Learning,AppZen,"San Jose, CA 95148",15ac330c-34b2-4564-be88-fb86d54e9f91,"
The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.  ResponsibilitiesAnalyze raw data: assessing quality, cleansing, structuring for downstream processingDesign accurate and scalable prediction algorithmsCollaborate with engineering team to bring analytical prototypes to productionGenerate actionable insights for business improvementsQualificationsPhd or equivalent experience in  Machine Learning/AI,  Computer SciencePHd. preferredAt least 1 - 2 years' of experience in  data modelingDeep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithmsFluency in a programming language Python, Java, SQL ",https://job-openings.monster.com/data-scientist-machine-deep-learning-san-jose-ca-us-appzen/15ac330c-34b2-4564-be88-fb86d54e9f91,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,Data Scientist,Applied Resource Group,"Atlanta, GA 30383",a6a9ed9a-e45f-460a-bfa2-c14ba17e65fb,"
Location: North Atlanta, GA    The ideal Business Analyst/Project Manager will: Bachelor’s degree or graduate degree, in Computer Science, Statistics, Engineering, Science, or Mathematics 1-3 years of practical experience with data mining and analytics, database structure and ETL, predictive modeling, machine learning, and statistical programming languages Expertise in statistical programming (e.g. R, Python, and/or Spark) Experience with relational databases (e.g. SQL) Ability to work with messy, or unstructured data sets Understanding of the principles of statistics and analytical methodology  Highlights: Working with Cloud data team to ensure data supports ongoing analysis Spending time to build scalable models according to project and stakeholder needs Working with data in various forms (data lake, SQL, raw) to input into models Working with various APIs and external  data sources to automate data ingestion   Contact us directly at austin.leone@appliedrg.com    About us About Applied Resource Group Applied Resource Group, headquartered in Atlanta, GA, is a full service IT consulting and solutions organization specializing in Application Development, Enterprise Resource Planning, and IT Infrastructure. Our solutions include IT Consulting, Outsourcing, Recruiting, and Staffing. At Applied we understand that organizations are built upon the talented individuals that comprise them and we embrace the diverse candidates that contribute to our success. Our goal is to help you achieve that success by documenting your needs to help you achieve your career goals. Contact us today to speak with one of our talented Account Executives which serve as your recruiting contact to build one-on-one relationships, offering personalized attention and career guidance. At Applied our goal is your success. ",https://job-openings.monster.com/data-scientist-atlanta-ga-us-applied-resource-group/a6a9ed9a-e45f-460a-bfa2-c14ba17e65fb,NA,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,Data Science Program Lead,ATR International,"North Chicago, IL 60064",00f2668a-d85c-4d8f-87e0-3119e7ff5772,"
We are looking for a Program Manager II (LII1)/Data Science Program Lead for a very important client.Purpose: Describes the primary goals, objective or function or outputs of this position. Company Data Science is the best-in-class team within its cross-industry peer group and is responsible for bringing people, process, and technology together to generate business value from clinical trials data. Our operational model is exemplified through execution and innovation. This role is key to ensuring successful delivery against the program- and study-level accountabilities assigned to Data and Statistical Sciences. Responsibilities: • Aligns DSS study teams with program- and study-level strategies. For assigned studies, leads the DSS Study Team and represents DS as a member of the cross-functional study team • For assigned studies, acts as single point of contact and accountable operational lead from DSS. Coordinates associated DSS study teams to meet operational objectives. Engages and connects global functional and cross-functional teams • Interacts with and influences cross-functional team members to achieve program and study objectives • Utilizes operational analytics and project management tools to optimize execution of programs and studies, to manage internal and external resources, to track study progress, and to prepare study status reports. Anticipates and identifies issues that could affect timelines or quality and develops options and solutions • Ensures adherence to federal regulations and applicable local regulations, Good Clinical Practices (GCPs), ICH Guidelines, Company Standard Operating Procedures (SOPs), and to functional quality standards. Stays abreast of new and/or evolving local regulations, guidelines and policies related to clinical development • Participates in oversight of vendors and provides feedback related to study operations, issues, and trends in performance • Responsible for coaching and mentoring Data Science Associates. May include indirect supervision of work for contract resources • Participates in DSS and cross-functional innovation and process improvement initiatives • Contributes to study execution “lessons learned” across functions The ideal candidate will possess the following qualifications : • Bachelor’s degree in business, management information systems, computer science, life sciences or equivalent. Master’s preferred. PMP Certification or Lean Six Sigma Green Belt desired • Must have at 3+ years of pharma / clinical research / data management / health care experience or 5+ years of project management experience (and / or applicable work experience) • Strong understanding of clinical trial process and clinical technology. Experience in managing a clinical trial from initiation through to completion is preferred • Demonstrated effective leadership skills • Demonstrated ability to influence others without direct authority • Demonstrated effective communication skills • Demonstrated effective analytical skills  ",https://job-openings.monster.com/data-science-program-lead-north-chicago-il-us-atr-international/00f2668a-d85c-4d8f-87e0-3119e7ff5772,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
173,Manager of Data Science and Analytics,Monica + Andy,"Chicago, IL 60654",de5e1894-9c15-45c1-86c4-ef61010b3e51,"
Monica + AndyManager of Data Science and AnalyticsChicago, IL | Marketing Team | Reports to Chief Revenue Officer Who is Monica + Andy? Monica + Andy is a digitally native brand that makes grow-with-you, organic essentials for moms, babies and kids— sizes newborn to 8. Inspired by the birth of her daughter, first-time mom Monica Royer created Monica + Andy in 2014 to deliver the softest GOTS-certified organic fabrics, limited-edition prints, and mix-and-match essentials to discerning mothers everywhere. With superior customer service, a no-questions-asked return policy, hassle-free gifting options like the Hospital Cuddle Box and even the option to visit a local Guideshop for assistance, Monica + Andy is the choice of informed parents and gifters who expect the best.  In addition, Monica + Andy serves as an unbiased, unsponsored resource and community to help moms and moms-to-be feel supported and confident in all of their choices. At Monica + Andy, our core company values are:EmpathySelf AwarenessJudgmentIntellectual HonestyPositive EnergyWhere we need help Monica + Andy is looking for a data scientist who is passionate about e-commerce and building a digitally native brand. The manager of data analytics will have a deep understanding of paid acquisition and retention for digital brands. You will be managing all of the customer and sales data to dig deeper and extract actionable insights for the organization.   What does the job entail?Responsible for deep dives and producing actionable analytics reports Manage the day-to-day reporting of the core analytics associated with performance marketingDesign and build cross-functional dashboards and provide data-driven recommendations to Design, Marketing, and Merchandising teamsOwn the analytics behind the customer journey and develop actionable insights based on findings and learnings Manage Looker data warehouse and dashboardsCollaborate directly with the CFO to bring analytical rigor to the organization Compile reports on KPIs and builds analytical dashboards to use to make recommendations to senior leadership on potential for growth in paid social channelsDeep knowledge of e-commerce and retail.Reports directly to the Chief Revenue Officer What kind of person are we looking for?Passion for e-commerce and digitally native brands. Go-getter - someone who goes hard after goals and doesn’t settle. Very curious about different ways to look at the data. Interested in building models and dashboards.An analytical mindset – You understand that testing every assumption is vital to success, but measuring correctly and interpreting the results is just as important.Good communication skills – You are able to effectively communicate your performance, learnings, and ideas to people at every level of the organization.Curiosity and willingness to try new things, work in a fast-paced environment, and never settle for the status quo.Self-starter mentality – You can develop the strategy and execute upon the strategy on your own with little guidanceMore practical skills needed:5+ Years of experience doing analytics for an e-commerce or retail brand BA/BS or equivalent, preferably in a quantitative fieldAdvanced Excel skillsAdvanced SQL skillsExpertise in R and other common data science toolsExperience with Looker, a plus. Monica + Andy is an equal opportunity employer and makes employment decisions on the basis of merit. Monica + Andy policy prohibits unlawful discrimination based on race, color, religious creed, sex, gender identity, marital or veteran status, age, national origin, ancestry, citizenship, physical or mental disability, medical condition, genetic information or characteristics (or those of a family member), sexual orientation, pregnancy, or any other consideration made unlawful by federal, state, or local laws. It also prohibits discrimination based on a perception that anyone has any of those characteristics, or is associated with a person who has or is perceived as having any of those characteristics. All such discrimination is unlawful.   ",https://job-openings.monster.com/manager-of-data-science-analytics-chicago-il-us-monica-andy/de5e1894-9c15-45c1-86c4-ef61010b3e51,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
174,Front End Developer - JavaScript / React / Angular - Premier Data Science + Media Tech Platform,FILD,"Chicago, IL 60654",fa40dd2f-b4a1-4be0-a2ac-84152e846156,"
Are you a Front End Developer with strong JavaScript (React, Angular or Ember) skills looking to join a pioneer in the Data Science and Marketing Technology World? Are you a Front End Developer who has experience working with various JavaScript frameworks such as Ember, Angular and/or React? Are you a Front End Developer who has an interest in building the first of it's kind Self-serve Audience Intelligence platform? Are you a Front End Developer who is looking to join an emerging media tech company with core working hours, a relaxed working environment, work from home options, good benefits and a top tier team? If yes, continue reading…..  Front End Developer is needed for a Premier company in the Data Science and Marketing Technology Space that is going tremendously the next few months. Entrenched in Algorithms that drive stronger relationships between Agencies, Brands and Consumers across all platforms, this is a firm that has been nominated as the top cross-channel video advertising software company year after year! They have a strong management team in place and have seen a ton of recent success and client satisfaction enabling them to aggressively expand the team moving through the remainder 2019. The environment offers a ton of flexibility, allows for a lot of creativity, and you’ll have a strong voice in the overall development environment.  WHAT YOU WILL BE DOING:Develop high traffic, large scale and concurrent web based solutionsArchitect high performance, scalable JavaScript solutions for a first of its kind self-serve audience intelligence platformMaintain and expand upon knowledge of multiple languages, frameworks, tools, devices, applications, and their capabilities Utilize exotic data storage to analyze big data segments and utilize bleeding edge browser technology to present date in a clear and concise User Interface Design and build complex applications with an emphasis on performance, scalability, and high-reliability    Work closely with people across engineering, product, and design to help develop an amazing experience for agency and brand customers. Solve problems related to streaming user content, real time notifications, and large data sets                                 WHAT YOU NEED:2+ years of Front End JavaScript experience Skilled with React, Ember, or Angular  Experience with Python, Ruby or Java is a plus Experience with RESTful Web ServicesFamiliarity with varios Social Media API's is a big plus (Twitter, Facebook, Pinterest)Familiar with MongoDB or other NoSQL DatabasesStrong client side development capabilitiesExperience with large-scale, concurrent applications Strong problem solving capabilities and exhibits strong Computer Science Fundamentals  Bachelor’s Degree in Computer Science or similar  WHAT YOU WILL GET:Competitive base salary Full Benefits – Health, Dental, Vision and LifeFlexible working hours and environment Ability to work remote / from home a few days per week401k with company matching up to 4%Yearend Bonus up to 15%Unlimited Vacation / Vacation-less policyMaternity and Paternity leaveFantastic new office space in ChicagoOpportunity to be very creative in how you do thingsCohesive team but a very autonomous environmentOther company perks So, if you’re a Front End Developer with a strong JavaScript development skills and are interested in building out the first of it's kind Self-serve Audience Intelligence platform, please apply today. ",https://job-openings.monster.com/front-end-developer-javascript-react-angular-premier-data-science-media-tech-platform-chicago-il-us-fild/fa40dd2f-b4a1-4be0-a2ac-84152e846156,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Data Science Manager,Smith Hanley Associates,"San Antonio, TX 78205",88fc9f9e-ea57-4420-afb1-4c371733f7fe,"

Smith Hanley AssociatesData Science ManagerSan Antonio, TXSalary: $135,000 - 170,000Fast growing retailer in San Antonio, TX is seeking a Data Science Manager to lead a team of data scientists and market analysts to develop customer acquisition and loyalty programs.  You will provide hands on guidance to the team in predictive modeling, segmentation analysis, pricing optimization and machine learning. Use your technical skills and team management experience to impact the business in this high visibility role.Note: No visa sponsorship or transfers will be considered at this time.Responsibilities of the Data Science Manager:--Lead a team of statistical modelers and data scientists to evaluate and improve acquisition and retention programs.  --Help develop new internal and external data sources to improve market analysis and insights.--Implement best practices throughout the customer life cycle process.--Produce market insights and strategic recommendations to the business.--Mentor team members.Qualifications of the Data Science Manager:--Minimum of 8 years of hands-on experience driving customer acquisition and loyalty programs at a retailer through predictive modeling and statistical analysis..--Proficiency in the following languages: Python, R and SAS.--Expertise using SQL and Teradata in a retail environment.--Familiarity with big data ecosystems and business intelligence platforms.--Proven ability to partner with the business to turn data into strategic market insights and recommendations.--Three or more years of experience managing a team of data scientists and market analysts at a retailer.--Proficiency extracting data from structured and unstructured sources in a retail business setting.  --Master's degree in a quantitative field (statistics, applied mathematics, computer science or other).  --Proven ability to communicate to technical and non-technical audiences in a business setting.            ",https://job-openings.monster.com/data-science-manager-san-antonio-tx-us-smith-hanley-associates/88fc9f9e-ea57-4420-afb1-4c371733f7fe,NA,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
176,"Data Science Manager (Robust Machine Learning Models, Novel Platform)",Understanding Recruitment,"Cambridge, MA 02239",07878304-8cc9-45a5-b2b7-d1e95c27b76d,"
Data Science Manager (Robust Machine Learning Models, Novel Platform)We are seeking a ML Data Science Manager (Robust Machine Learning Models, Novel Platform) who Has theoretically grounded knowledge in Statistics / Machine Learning and importantly has meaningful industry experience in turning data into successful products. This is a very high impact role with exceptional visibility within the company where you are going to be central to our growth strategy, both in the US and internationally.Within our world-leading organization, we are led by seasoned entrepreneurs as well as technology and software experts whose vision is to simplify every aspect of the online shopping experience through our passion for data and its power to yield the most optimal outcomes. It’s important we bring on a ML Data Science Manager who has worked very closely with products and can think about things on a strategic / business level (someone who is able to map business objectives to clear data scientific goals)What we can offer a ML Data Science Manager:·        A chance to push our organization to a brand-new level of innovation and research.·        An opportunity to take the lead on some brand new, data heavy projects.·        To cultivate a culture of collaboration, autonomy and transparency.·        To be a part of our great culture and strong work/life balance.Key Skills: Data Science, Data Scientist, Manager, Leader, General Machine Learning, Statistical Modelling, Regression, Supervised, Unsupervised, Optimization, Recommendation Systems, Deep Learning, Reinforcement learning, NLP, Computer Vision, Experimental Design, Python, R, Math, Mathematics, Research & Development, Business, Strategy, Reports, Stakeholders, decision making, roadmapping, Product, Metrics. ",https://job-openings.monster.com/data-science-manager-robust-machine-learning-models-novel-platform-cambridge-ma-us-understanding-recruitment/07878304-8cc9-45a5-b2b7-d1e95c27b76d,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
179,VP Data Science,Omnicell,"Mountain View, CA",0179e86c-5718-444d-8d2b-4e96779f957e,"
Vice President Data ScienceReporting to the Chief Development Officer, the Vice President of Data Science is a thought leader and partner to senior leaders across Company in our mission to become an innovative data-driven organization. The V.P. will be responsible for the development and ongoing operation of tools, technologies, and technical solutions employing cutting edge data science, advanced analytics, machine learning, pattern detection & recognition and other algorithms to develop new ideas and drive key strategic decisions. In addition to leading a world-class team, you will debate and influence business and technical strategies. The successful candidate will have a passion for data, technology, stochastic processes driving change, spreading data science knowledge, and creating an interesting and challenging environment.Lead a data driven science team to solve challenging data problems and drive business strategy; Develop analytical frameworks, models, roadmaps, and metrics for the team and broader organizationDetermine how to leverage data science, machine learning, and other analytical techniques to offer useful insight both internally & externally to Company customers.Collaborate with cross-functional partners in product, engineering, operations, finance, and marketing to define and build data-informed business strategy and roadmaps.Engage with Company’s executive team to set business strategy, represent product data science, initiate and debate key strategic topicsEnsure data best practices and play a critical role in building a data-driven culture throughout Company; Be a thought leader and evangelist to drive adoption and knowledge at all levels of the organizationRequired Skills and Knowledge:12+ years’ experience in algorithmic engineering, data science, machine learning5+ years of experience in managing, and mentoring data science teamsMS or PhD in mathematics, statistics, Compute Science or a related fieldSolid background and understanding of statistics and machine learning techniquesFluency/programming experience with one or more of: C, MATLAB, Python, Spark, R, SAS, etc.Familiarity with Agile Software DevelopmentSuperior communication and relationship management skills to collaborate and partner with senior decision makersBasic Qualifications:MS or PhD degree in data science related field (e.g. Computer Science, Statistics, Mathematics, Bioinformatics).10+ years’ hands on experience in data science or machine learning5+ years managing data science team(s)Demonstrable programming experience with Python, and/or other quantitative software.Agile experiencePreferred Skills and Knowledge:Demonstrable results in improving efficiencies through Data Science and pattern recognitionWork Conditions:Office EnvironmentUp to 20% travel ",https://job-openings.monster.com/vp-data-science-mountain-view-ca-us-omnicell/0179e86c-5718-444d-8d2b-4e96779f957e,NA,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
180,VP of Data Science,Warner Bros,"Burbank, CA",ef4a1b7a-9219-4980-a0bd-a5d5b78979d7,"
The VP, Data Science will lead the charge to build the data science function for WarnerMedia’ s streaming app. In this role you will build a team of agile data scientists and advanced analysts, help drive a data-focused culture, and act as a key stakeholder in enhancing our organization's data strategy. Using your expertise in advanced analytics and predictive modeling you will develop the capabilities needed to solve business challenges and enable our organization to make data driven decisions.  Your team will be responsible for leveraging their domain knowledge in combination with math and statistical knowledge to conduct analyses, build models, and synthesize results across various data sources, the product of which will be shared with internal and external stakeholders across all levels, with the goal of improving how we create, market, and distribute our content, our service, and interact with our customers.  The DailyDevelop and execute a strategy to optimize the use and value of data to increase consumer engagement and better decision making across the organizationCollaborate with stakeholders to understand their needs to ensure alignment on the development and delivery of scalable solutionsBecome a trusted partner and provide guidance and recommendations how data can be leveraged to answer questions and solve problemsWork with the BI and engineering teams to implement the tools needed to support the empowerment of the organization with dataBuild and lead a team of top data scientists ensuring the delivery of high impact data solutionsManage team to deliver best in class models predicting user behaviors such as churn, and likelihood of engaging with new or existing contentPrepare and present results of analyses and insights that help drive the business to senior leadershipLead teams building predictive models, determining customer LTV, content valuation, and investmentPresent models and methodology to senior management and socialize results and learnings within the organization to drive business decisionsLead teams performing building of models using internal customer data in combination with various external datasets (e.g. survey data) to drive marketing activityCombine campaign information and large user-level datasets together to generate insights which inform advertising campaign and media strategiesUtilize large volumes of first party, second party, and third-party data to identify market opportunitiesThe Essentials15+ years’ experience in advanced analytics and data science roles7+ years’ experience leading the data science function, entertainment/media experience is preferredPhD/MS in computer science, machine learning, statistics, applied mathematics, physics, or other scientific or computational disciplinesSignificant experience working with relational databases and SQLExperience with the application of data science and advanced analytics techniques across structured and unstructured dataExpertise in statistical analysis approaches such as time series, cluster analysis, regression, structural equation modeling, etc.Proven expertise applying data science techniques to solve business problemsExperience with Agile methodologiesProven ability building relationships and collaborate with stakeholders across large organizationsSignificant experience developing customer centric models to predict behaviors such as churnSignificant experience developing content evaluation and performance prediction modelsSignificant experience working with data from digital ad platforms, e.g. Facebook, Google Ads, etc.Experience with working in cloud based environments like AWSExcellent verbal and written communications skillsThe Ideal CandidateThe ideal candidate will be passionate about television, movies, entertainment, and technologyHe/She will have a deep understanding of the video streaming industry and be a champion for the consumerThe candidate must be a ""doer"" who can execute as well as balance longer-term strategic thinkingThe candidate will be part of a team that believes in working fast, being accountable, and learning from mistakes ",https://job-openings.monster.com/vp-of-data-science-burbank-ca-us-warner-bros/ef4a1b7a-9219-4980-a0bd-a5d5b78979d7,NA,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
